name,score,title,place,date,verified purch,text,upvotes 
Sandy Decquir,4.0 out of 5 stars,Better than expected.,the United States ,May 3 2020,Verified Purchase,  COVID didn't stop them from getting it to me in two days. They are a great PRIME asset. My son loves his PlayStation. Now if Wal-Mart would just deliver his laptop my we can pass this school year.,0 people found this helpful
roger rivers,5.0 out of 5 stars,Fast sy,the United States ,September 9 2019,Verified Purchase,  Good price,0 people found this helpful
DRAGONFLY GLOBAL EXPRESS LLC,5.0 out of 5 stars,Maravilloso,the United States ,September 5 2019,Verified Purchase,"  Buen producto, buena calidad, me gustó",0 people found this helpful
keepitup2,1.0 out of 5 stars,Buyer beware,the United States ,January 4 2020,Verified Purchase,  Item not as described. Very beat up!,0 people found this helpful
kefu deng,1.0 out of 5 stars,Lost the package,the United States ,January 30 2020,Verified Purchase,  Lost the package,0 people found this helpful
bitchslapper,5.0 out of 5 stars,Fun for the whole family,the United States ,December 21 2017,Verified Purchase,  Great and fun console. Got it for my nephews during a sale it's been well worth it!,One person found this helpful
Tiffini Marie Hostetler,5.0 out of 5 stars,Great for your gamer,the United States ,October 1 2018,Verified Purchase,"  Our son can't get enough! His brother is way jealous of the sleek, thin design.",0 people found this helpful
Nicole,5.0 out of 5 stars,Great,the United States ,July 2 2019,Verified Purchase,  Great gift for my son.,0 people found this helpful
talal,1.0 out of 5 stars,Not thr same item as it disappeared (SCAM),the United States ,September 16 2019,Verified Purchase,"  I was expecting 1TB and the one that I received is 500TB I paid money for that, moreover the R3 button in the controller it is broken and don’t works properly.",One person found this helpful
Michael Garcia,5.0 out of 5 stars,Console is sleek and quiet.,the United States ,November 21 2017,Verified Purchase,  I bought this console to play with friends. They have a massive collection of paid and free games when you join ps+.,One person found this helpful
Pablo Danilo Gonzalez Guerrero,5.0 out of 5 stars,Excelente,the United States ,December 15 2019,Verified Purchase,  Excelente,0 people found this helpful
Christopher ,5.0 out of 5 stars,Love it wish it done it ,the United States ,June 4 2020,Verified Purchase,  It amazing love it nothing bad about the console or the box itself everything was carefully taken cared,0 people found this helpful
sarah,5.0 out of 5 stars,PS4 best gift,the United States ,September 4 2020,Verified Purchase,  Got this for my brother as a graduation gift after his graduation got canceled due to COVID 19 so this gift brightened his day he plays it almost every day and loves it very much,0 people found this helpful
JM,5.0 out of 5 stars,Perfect Condition,the United States ,September 16 2020,Verified Purchase,  Product arrived earlier than expected. It was well packaged and in perfect condition as specified. After about a month of use I have had zero issues.,0 people found this helpful
Todd Ipock,5.0 out of 5 stars,Works great,the United States ,May 19 2019,Verified Purchase,  Works great. No issues so far. Shipping was fast.,0 people found this helpful
The Kohneys ,5.0 out of 5 stars,Great product,the United States ,June 13 2019,Verified Purchase,  No complaints. Works as expected.,0 people found this helpful
Big Farmer,5.0 out of 5 stars,AMAZING!!!,the United States ,November 26 2018,Verified Purchase,  LOVE IT LOVE IT LOVE IT. It arrived early and well packaged. I have lots of playing time on it now and no issues,0 people found this helpful
jorge bello,5.0 out of 5 stars,Excelente artículo,the United States ,August 10 2019,Verified Purchase,  Muy bueno,0 people found this helpful
Michael S.,5.0 out of 5 stars,"Delivered on time,  my son a absolutely loves it",the United States ,February 28 2019,Verified Purchase,"  Delivered on time,  my son a absolutely loves it",0 people found this helpful
Joshua Hinckley,5.0 out of 5 stars,Well Werth it,the United States ,October 28 2019,Verified Purchase,  Was was everything they said it was awsome deal,0 people found this helpful
Amazon Customer,5.0 out of 5 stars,Excellent product,the United States ,March 27 2019,Verified Purchase,"  successful transaction, recommended 100%",0 people found this helpful
Grenade and Braun,5.0 out of 5 stars,It turned out I didn’t need to return the PlayStation. We r happy w the console,the United States ,May 9 2020,Verified Purchase,  It’s all good,0 people found this helpful
Sarah Robinett,5.0 out of 5 stars,I love this console,the United States ,September 1 2019,Verified Purchase,  Love it great colors,0 people found this helpful
Jennifer Randell,5.0 out of 5 stars,He LOVES it!,the United States ,February 15 2019,Verified Purchase,  no touch for power- buttons work great!  smaller design makes it much more convenient- hardly takes up any space!!,0 people found this helpful
Joseph,5.0 out of 5 stars,Great gift,the United States ,January 16 2019,Verified Purchase,  My goddaughter loved the console and has used it everyday since Xmas.,0 people found this helpful
Wenqi Zheng,5.0 out of 5 stars,It is now his father's favorite. I think we will get another one when ...,the United States ,January 27 2018,Verified Purchase,  I bought it for my boy friend. He put it at home and never get it back. It is now his father's favorite. I think we will get another one when the price is a little lower.,0 people found this helpful
Rhonda R,5.0 out of 5 stars,Bought for our grandkids,the United States ,July 21 2019,Verified Purchase,  They absolutely love it,0 people found this helpful
M.O.,5.0 out of 5 stars,Seems like it is much quieter and faster than my old ...,the United States ,February 23 2018,Verified Purchase,"  Seems like it is much quieter and faster than my old PS4. Get a 1TB or larger, it fills up fast if you have PS Plus.",0 people found this helpful
James Parsons,1.0 out of 5 stars,Fraud,the United States ,April 18 2019,Verified Purchase,  This was a fraudulent purchase made by a third party,2 people found this helpful
Amazon Customer,5.0 out of 5 stars,Good product,the United States ,May 20 2019,Verified Purchase,  Boyfriend and I love it.,0 people found this helpful
Seahorse,5.0 out of 5 stars,Grand son loves it,the United States ,May 14 2019,Verified Purchase,  Nice graphics and picture,0 people found this helpful
Butch T.,5.0 out of 5 stars,Quality product as ordered!,the United States ,January 16 2019,Verified Purchase,  Works great! Kids are happy....hell....I'm happy!!,0 people found this helpful
yelahfox,5.0 out of 5 stars,Yay!,the United States ,January 13 2018,Verified Purchase,  Got this PS4 during Black Friday for only $200! Has worked well since.,One person found this helpful
chucktur,5.0 out of 5 stars,love it,the United States ,January 5 2018,Verified Purchase,  let's keep it short and sweet. i love my ps4. now i said it,One person found this helpful
Louis,1.0 out of 5 stars,Garbage refurbished,the United States ,May 5 2020,Verified Purchase,"  Totally bad product i recieved a refurbished item rather than a new one this is unaceptable for a 350$ product, a green controller instead of the black one and no headset!! What tha hell is this man.",0 people found this helpful
trap,5.0 out of 5 stars,... had no problems with it at all I would recommend this from this buyer,the United States ,September 14 2018,Verified Purchase,  I have had no problems with it at all I would recommend this from this buyer !!!,0 people found this helpful
Derick D. Robin,5.0 out of 5 stars,SATISFIED,the United States ,October 17 2018,Verified Purchase,  I bought this as a gift for my son and I think he will be very happy,0 people found this helpful
sdhco,5.0 out of 5 stars,Good for what you need,the United States ,January 22 2019,Verified Purchase,  Like the others this is a fine working device.,0 people found this helpful
AndIOop,5.0 out of 5 stars,Great system,the United States ,August 3 2019,Verified Purchase,  Winner of the console wars hands down,0 people found this helpful
Janet R. Papenfuss,5.0 out of 5 stars,Best Christmas Present Ever,the United States ,February 1 2019,Verified Purchase,"  I bought this for my grandsons and it was put to immediate use.  the  slim,compact size was a plus in their crowded room.  Personally, I don't use or play with this, but I take their word for it and they were not expecting this lavish of a present - so I'm the bomb!!",0 people found this helpful
Uriel Pablo,5.0 out of 5 stars,it was great!!!,the United States ,August 4 2019,Verified Purchase,  Great,0 people found this helpful
Cooleye,1.0 out of 5 stars,This piece of crap lasted less than a year!,the United States ,December 8 2019,Verified Purchase,  I would think twice about any sony product after this. Blue death light within a year of purchase. Stick to X-baox!,0 people found this helpful
HD,3.0 out of 5 stars,Controller is already broken or messed up,the United States ,October 8 2020,Verified Purchase,  I got it delivered to me Monday but the controller is already screwing up. Every time I go to play a game my camera is going in circles. Hopefully I don't have any upcoming problems.,0 people found this helpful
